	180.S53.L001.R1.27	231.S73.L001.R1.49	55.S16.L001.R1.81	37.S9.L001.R1.73	218.S67.L001.R1.43	230.S72.L001.R1.48	288.S89.L001.R1.64	302.S93.L001.R1.69	80.S25.L001.R1.92	52.S15.L001.R1.80	197.S62.L001.R1.36	7.S3.L001.R1.87	133.S37.L001.R1.10	270.S85.L001.R1.60	88.S28.L001.R1.95	264.S83.L001.R1.58	216.S65.L001.R1.41	281.S87.L001.R1.62	181.S54.L001.R1.28	57.S17.L001.R1.82	63.S19.L001.R1.83	305.S96.L001.R1.72	227.S69.L001.R1.45	79.S24.L001.R1.91	178.S51.L001.R1.24	82.S26.L001.R1.93	278.S86.L001.R1.61	223.S68.L001.R1.44	122.S35.L001.R1.7	242.S77.L001.R1.53	291.S90.L001.R1.65	217.S66.L001.R1.42	183.S55.L001.R1.29	4.S2.L001.R1.74	229.S71.L001.R1.47	294.S92.L001.R1.67	176.S47.L001.R1.23	283.S88.L001.R1.63	87.S27.L001.R1.94	228.S70.L001.R1.46	292.S91.L001.R1.66	142.S41.L001.R1.14	76.S23.L001.R1.90	46.S11.L001.R1.76	166.S46.L001.R1.20	69.S20.L001.R1.86	175.S50.L001.R1.22	201.S63.L001.R1.39	51.S14.L001.R1.79	186.S78.L001.R1.31	232.S74.L001.R1.50	241.S76.L001.R1.52	252.S79.L001.R1.54	184.S56.L001.R1.30	99.S31.L001.R1.97	179.S52.L001.R1.25	199.S61.L001.R1.37	94.S29.L001.R1.96	43.S10.L001.R1.75	120.S34.L001.R1.6	187.S57.L001.R1.32	13.S5.L001.R1.8	67.S18.L001.R1.84	30.S8.L001.R1.68	134.S38.L001.R1.11	253.S80.L001.R1.55	266.S84.L001.R1.59	303.S94.L001.R1.70	68.S30.L001.R1.85	132.S36.L001.R1.9	49.S13.L001.R1.78	108.S32.L001.R1.3	304.S95.L001.R1.71	168.S48.L001.R1.21	191.S59.L001.R1.34	189.S58.L001.R1.33	109.S33.L001.R1.4	207.S64.L001.R1.40	18.S6.L001.R1.26	1.S1.L001.R1.2	20.S7.L001.R1.38	74.S22.L001.R1.89	261.S81.L001.R1.56	263.S82.L001.R1.57	135.S39.L001.R1.12	47.S12.L001.R1.77	153.S44.L001.R1.17	234.S75.L001.R1.51	73.S21.L001.R1.88	152.S43.L001.R1.16	194.S60.L001.R1.35	141.S40.L001.R1.13	158.S49.L001.R1.19	12.S4.L001.R1.5	154.S45.L001.R1.18	144.S42.L001.R1.15
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__animalis	0.0	0.0	0.0063114566659	0.0	3.90467389465e-05	0.0	0.0	0.000108843537415	5.74811749152e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000209922328738	0.0	4.45533526398e-05	0.0	0.0	0.0	0.0	0.0	0.000633083114769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000118891927238	0.000174581005587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00045427013931	0.0	3.35244225418e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00204683643369	0.0	0.0	0.0	0.0	0.0	0.0	0.000129895434175	0.0	0.000793405915282	0.0	0.0	6.76269696355e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00420050406049	0.000340136054422	7.50750750751e-05	0.0	0.0	0.000352941176471	0.0	0.0	0.0	0.0	7.02987697715e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__bifidum	0.0	0.0	0.00740910130345	0.0	9.11090575419e-05	0.0	0.0	0.0	5.74811749152e-05	0.00104921785578	0.0	0.0	0.000561692566935	0.0	0.0015009380863	0.0	0.0	0.0	0.000267320115839	0.0	0.0	0.000838047349675	0.00325180262972	0.0	4.52202224835e-05	0.00651830727708	0.0	0.0	0.000205507603781	0.00386730530424	0.0	0.0	0.0	0.000349162011173	0.0	0.0	0.0132698541329	0.000141103428813	0.00818612666954	0.0	0.0	0.000304043782305	7.32332478945e-05	0.0	0.0	0.000605693519079	0.0	0.0	0.00752131037941	0.0	0.0	0.0	0.0	0.0	0.000967333879009	0.0205211726384	0.0	0.000301005357895	0.000764818355641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.40781064045e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00187784147065	0.0	0.0	0.00109679188374	0.00137931034483	0.0	0.0039037085231	0.0
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__breve	0.0	0.000110723578586	0.000114337983078	0.0	1.30155796488e-05	0.0	0.0	0.0	0.0	0.0	0.0	4.63649851632e-05	6.2410285215e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__longum	9.10000910001e-05	0.000608979682223	0.00244683283787	0.00461811722913	0.000689825721389	0.0016525511258	0.030392419773	0.0	5.74811749152e-05	0.00119229301793	0.000171210889013	0.00595790059347	0.000936154278225	0.000900090009001	0.000656660412758	0.0	0.000314883493108	0.0107163000564	0.0304744932056	8.010253124e-05	0.0364644335129	0.015503875969	0.000494839530609	0.0178619034924	0.000949624672153	0.00544889748943	0.0	0.00160108679831	0.0054802027675	0.00340606705695	0.0	0.0170578133944	0.000118891927238	0.0078561452514	0.000492704187986	0.0	0.00253241491086	0.0304783406237	0.00129254631624	0.00362120048283	0.00619416319238	0.00243235025844	0.000292932991578	0.000704349357281	0.0	0.0298304058147	0.000455847877051	3.35244225418e-05	0.00612847512396	0.000713699461157	0.0	0.0283443708609	0.000153704272979	0.000180139608196	0.00334846342734	0.00879478827362	0.0012853470437	0.000602010715791	0.00401529636711	0.0245825602968	0.000542635658915	0.00152477763659	0.000140259011641	0.0	0.000389686302526	0.00927365317609	0.0	0.000122309197652	0.00141887997162	6.76269696355e-05	6.63614042073e-05	0.000268961807423	5.29240539825e-05	0.00392353284915	0.000607369415576	0.000124579544039	0.00175818230998	0.00175080245112	0.000131561636627	8.86996629413e-05	0.00350042005041	0.00119047619048	0.000225225225225	0.000287466462246	0.0	0.000588235294118	0.0	0.00466835246061	0.00306384661	0.000965916931144	0.00365553602812	0.000822593912805	0.00275862068966	0.000280977802754	0.000216872695728	0.00377150216171
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__pseudolongum	4.55000455e-05	0.0	0.00384175623142	0.0	2.60311592977e-05	0.0	0.0	0.00103401360544	5.74811749152e-05	4.76917207173e-05	0.0	0.0	0.0	0.0	0.000187617260788	4.88567520031e-05	0.000944650479323	0.0	8.91067052796e-05	0.0	0.0	0.000157133878064	0.0	0.0	0.004115040246	0.0	0.0	0.0	0.0	0.0	0.000132766861391	0.0	0.0	0.000174581005587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00181708055724	6.5121125293e-05	0.000100573267625	0.0	0.0	0.0	0.00132450331126	0.0	0.0	0.0	0.0	0.0	0.0139064475348	0.0	0.0	0.0	0.0	9.3506007761e-05	0.0	0.000259790868351	0.0	0.00246837395865	0.0	0.0	0.000541015757084	0.0	0.0	0.0	0.0	6.74854906195e-05	0.0	0.000135244793075	9.72668028402e-05	0.000263123273254	8.86996629413e-05	0.0145617474097	0.000680272108844	0.0	0.0	0.0	0.00282352941176	0.0	0.0	0.000197667523226	0.0	0.000351493848858	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bombiscardovia; s__	0.0	0.0	9.14703864624e-05	0.0	2.60311592977e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.31824925816e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Scardovia; s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000125336842765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.27836606235e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000102019995919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__; s__	0.003003003003	0.00437358135415	0.0127601189115	0.00088809946714	0.00934518618787	0.00778076155064	0.00607848395459	0.000707482993197	0.00488589986779	0.00143075162152	0.00376663955828	0.022881120178	0.00555451538414	0.0033303330333	0.003095684803	0.00200312683213	0.0044433559583	0.00344676317604	0.00302962797951	0.00368471643704	0.00281096275474	0.00125707102451	0.00579669164428	0.00319914689416	0.00483856380573	0.00259713805571	0.00213130511095	0.00237737130658	0.00143855322647	0.00280290934894	0.00431492299522	0.00572409845449	0.000891689454286	0.00052374301676	0.012658707599	0.00258620689655	0.00182333873582	0.0	0.00473933649289	0.000658400087787	0.0041095890411	0.00066889632107	0.00307579641157	0.000704349357281	0.00203998368013	0.00196850393701	0.00286532951289	0.00117335478896	0.00116998161457	0.00117760411091	0.0062616791791	0.00503311258278	0.00537964955426	0.00319747804549	0.000595282387082	0.00700325732899	0.0114512736621	0.00939136716634	0.00267686424474	0.00309214594929	0.00511627906977	0.00338839474799	0.00107531908925	0.00159701889806	0.00162369292719	0.00112570356473	0.00423149821484	0.00122309197652	0.00155189996896	0.00148779333198	0.00418076846506	0.00107584722969	0.000846784863721	0.00192002671342	0.00222702119044	0.00560607948175	0.0010819583446	0.00262620367669	0.00236810945928	0.0010643959553	0.000560067208065	0.00578231292517	0.0018018018018	0.0085281717133	0.00346867986125	0.00152941176471	0.000828157349896	0.00588406924723	0.00177900770903	0.00634745411895	0.000492091388401	0.00191938579655	0.00137931034483	0.000280977802754	0.00303621774019	0.000919878576028
k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Adlercreutzia; s__	0.0	0.000221447157172	0.000686027898468	0.000177619893428	0.000247296013328	0.0	4.46947349602e-05	0.0	0.0	0.0	0.000171210889013	0.000185459940653	0.00024964114086	0.0	9.3808630394e-05	0.0	0.0	0.000125336842765	0.000311873468479	0.00024030759372	0.0	5.23779593547e-05	0.0	0.0	0.0	0.000101848551204	0.00012537088888	4.8517781767e-05	0.0	3.54798651765e-05	0.000265533722783	0.00125930165999	5.94459636191e-05	0.0	7.58006443055e-05	0.0	0.0	0.0	0.0	0.000438933391858	0.0	0.0	0.0	0.0	0.0	0.00015142337977	0.000195363375879	0.000100573267625	0.0	0.000321164757521	0.0	0.0	0.000153704272979	0.0	0.000223230895156	0.000488599348534	3.89499104152e-05	0.0	0.0	0.0	0.0	0.000338839474799	4.67530038805e-05	0.0	6.49477170877e-05	0.000160814794961	0.0	0.000366927592955	0.000487739990245	0.0	0.000132722808415	0.000179307871616	0.0	0.000166958844645	0.0	0.0	0.0	0.0	0.0	0.000177399325883	0.0	0.0	0.0003003003003	0.0	0.000714139971434	0.0	0.0	0.000145886014394	9.8833761613e-05	0.000413964399062	0.000562390158172	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Atopobium; s__	9.10000910001e-05	5.5361789293e-05	6.86027898468e-05	0.000177619893428	3.90467389465e-05	3.44281484542e-05	0.0	0.0	0.0	4.76917207173e-05	0.0	6.95474777448e-05	6.2410285215e-05	9.00090009001e-05	0.0	4.88567520031e-05	0.000279896438318	0.000313342106912	0.0	0.0	7.80822987429e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000145553345301	0.0	0.0	6.63834306957e-05	0.0	0.0	0.000349162011173	0.0	5.07099391481e-05	0.000303889789303	0.0	0.000430848772081	0.0	0.000357355568791	6.08087564609e-05	0.0	0.0	0.0	0.0	0.0	3.35244225418e-05	5.57134102178e-05	0.0	0.0	0.0	0.000153704272979	0.0	0.0	0.0	3.89499104152e-05	6.02010715791e-05	0.0	0.0	7.7519379845e-05	0.0	4.67530038805e-05	0.0	6.49477170877e-05	0.0	4.40781064045e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.74854906195e-05	0.0	0.0	0.0	0.000131561636627	0.0	0.0	0.0	0.0	9.5822154082e-05	0.0	0.0	0.000103519668737	0.0	0.0	0.000137988133021	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Atopobium; s__rimae	0.0	0.0	0.0	0.0	1.30155796488e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.2410285215e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.95592614652e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000120402143158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Collinsella; s__	0.000591500591501	0.0	0.00283558198033	0.0	0.000911090575419	0.000757419265992	0.000134084204881	0.0	5.74811749152e-05	0.000143075162152	0.000342421778025	0.000625927299703	0.000936154278225	0.0	0.0	0.000195427008013	6.99741095795e-05	0.000188005264147	0.000133660057919	0.00012015379686	0.0043726087296	0.0	0.0	0.000444325957522	0.000587862892285	0.0	8.35805925864e-05	0.000776284508272	0.0	0.000141919460706	0.00092936802974	0.00011448196909	0.0	0.00226955307263	0.000795906765208	0.000152129817444	0.000506482982172	0.0	0.000861697544162	0.000109733347964	0.000416914830256	0.000547278808148	7.32332478945e-05	0.0	0.0	0.0015142337977	0.000520969002344	0.000100573267625	0.00133712184523	7.13699461157e-05	0.000131134642494	0.00132450331126	0.000153704272979	0.000225174510245	0.0	0.000162866449511	0.000155799641661	0.000602010715791	0.00057361376673	0.000463821892393	7.7519379845e-05	8.47098686997e-05	4.67530038805e-05	0.0	0.0	0.00182256767623	0.000132234319214	0.0	4.43399991132e-05	0.000202880908906	0.000132722808415	0.0	5.29240539825e-05	0.00033391768929	6.74854906195e-05	0.000996636352311	0.0	0.0	0.000131561636627	0.000620897640589	0.000140016802016	0.000510204081633	7.50750750751e-05	0.000383288616328	0.00153029993879	0.0	0.0	0.000145886014394	0.000494168808065	0.0	0.0	0.0	0.0	0.0	0.0	9.19878576028e-05
k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Collinsella; s__aerofaciens	0.004823004823	0.00193766262526	0.047175851818	0.00834813499112	0.0104645260377	0.0118432830682	0.0185930097435	0.00402721088435	0.00287405874576	0.00805990080122	0.0214441638488	0.0092034495549	0.0349497597204	0.0017101710171	0.00234521575985	0.00268712136017	0.0115457280806	0.00112803158488	0.000935620405436	0.00696892021788	0.000234246896229	0.000209511837419	0.00459493849852	0.00702035012885	0.00429592113593	0.0070784743087	0.00204772451837	0.00907282519043	0.000274010138375	0.00518006031577	0.000796601168348	0.00658271322267	0.0	0.000174581005587	0.0216410839492	0.000608519269777	0.0166126418152	0.0	0.0137871607066	0.0	0.0336509827278	0.00893888719976	0.00820212376419	0.00352174678641	0.00142798857609	0.0180193821926	0.00911695754103	0.00137450132421	0.0200568276784	0.00217678335653	0.00593384257286	0.000264900662252	0.0118352290194	0.00333258275163	0.00922687699978	0.0162866449511	0.0267585884552	0.00752513394738	0.0112810707457	0.00927643784787	0.00217054263566	0.00406607369759	0.00130908410865	0.000266169816343	0.000129895434175	0.0239077995176	0.00242429585225	0.00954011741683	0.00199529996009	0.00635693514574	0.00278717897671	0.00179307871616	0.000370468377878	0.000918273645546	0.00317181805912	0.0148249657406	0.00175818230998	0.00136173523976	0.0173661360347	0.0260777009047	0.00294035284234	0.0062925170068	0.000900900900901	0.00881563817555	0.00357069985717	0.00129411764706	0.000517598343685	0.0146858587823	0.0053370231271	0.000275976266041	0.000210896309315	0.00054839594187	0.0124137931034	0.00252880022478	0.0106267620907	0.00119584214884
k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Collinsella; s__stercoris	9.10000910001e-05	0.0	9.14703864624e-05	0.0	0.000104124637191	0.0	0.0	0.0	0.0	0.0	0.0	6.95474777448e-05	6.2410285215e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.57134102178e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Eggerthella; s__	0.0	0.0	0.0	0.0	0.0	0.0	0.000134084204881	5.44217687075e-05	0.0	4.76917207173e-05	0.0	2.31824925816e-05	0.0	0.0	0.0	0.0	0.0	0.000376010528295	0.0	0.0	0.000156164597486	0.000104755918709	0.0	0.0	0.0	0.0	0.0	4.8517781767e-05	0.0	0.0	6.63834306957e-05	0.0	0.0	0.0	7.58006443055e-05	0.0	0.0	0.0	0.0	0.0	0.00011911852293	0.0	0.0	0.0	0.0	0.0	0.0	6.70488450836e-05	0.0	0.0	0.0	0.0	0.000153704272979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000202456471859	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000102019995919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Eggerthella; s__lenta	0.0	5.5361789293e-05	0.0	0.000355239786856	0.00108029311085	3.44281484542e-05	0.000178778939841	0.0	5.74811749152e-05	0.000190766882869	0.0	2.31824925816e-05	6.2410285215e-05	0.0	0.0	0.0	0.0	0.000188005264147	0.000178213410559	0.0	7.80822987429e-05	0.0	0.0	0.0	4.52202224835e-05	0.0	4.17902962932e-05	0.0	0.0	0.0	0.000331917153478	0.000171722953635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000297796307326	0.0	7.32332478945e-05	0.0	0.0	0.00529981829194	0.000586090127637	3.35244225418e-05	5.57134102178e-05	0.0	0.0	0.0	0.000153704272979	4.50349020491e-05	7.44102983853e-05	0.0	3.89499104152e-05	0.0	0.0	0.0	7.7519379845e-05	0.000254129606099	0.000140259011641	0.0	0.0	0.000750469043152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000375375375375	0.0	0.00173433993063	0.0	0.0	0.0	0.0	0.000137988133021	0.00231985940246	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Slackia; s__	0.000273000273	0.00337706914687	0.00432197576035	0.0	0.00225169527925	0.00103284445363	0.000312863144722	0.0	5.74811749152e-05	0.000143075162152	0.00124127894534	0.000556379821958	0.0136678524621	0.0003600360036	0.0	0.000195427008013	0.00125953397243	0.000626684213825	4.45533526398e-05	0.00012015379686	0.0	0.0	0.000706913615156	0.000177730383009	0.000723523559736	0.00117125833885	0.000376112666639	0.00126146232594	0.00315111659131	0.000141919460706	0.0	0.00274756725816	0.00101058138152	0.0	0.00140231191965	5.07099391481e-05	0.000607779578606	0.0	0.00129254631624	0.000219466695929	0.0105419892793	0.000304043782305	7.32332478945e-05	0.0	0.0	0.00030284675954	0.000260484501172	0.000167622112709	0.00122569502479	0.000428219676694	0.00045897124873	0.0	0.000307408545958	0.000135104706147	0.000223230895156	0.00260586319218	0.000701098387474	0.00126422250316	0.00019120458891	0.000773036487322	0.0	0.0010165184244	0.0	0.000532339632686	6.49477170877e-05	0.000268024658269	0.000396702957641	0.000122309197652	0.0	0.000338134848177	0.0	0.000268961807423	0.0	8.34794223224e-05	0.000337427453098	0.000249159088078	0.000540979172302	0.000389067211361	0.00039468490988	0.000443498314706	0.0	0.00119047619048	0.0	0.000862399386738	0.0	0.000470588235294	0.000103519668737	0.00189651818712	0.000395335046452	0.00110390506416	0.0	0.00054839594187	0.0	0.0	0.0	0.0
k__Bacteria; p__Actinobacteria; c__MB-A2-108; o__0319-7L14; f__; g__; s__	0.0	5.5361789293e-05	0.000137205579694	0.0	3.90467389465e-05	0.0	0.0	0.0	0.0	0.0	0.0	4.63649851632e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Actinobacteria; c__Nitriliruptoria; o__Euzebyales; f__Euzebyaceae; g__Euzebya; s__	0.0	5.5361789293e-05	0.000160073176309	0.0	2.60311592977e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.31824925816e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.02987697715e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Actinobacteria; c__OPB41; o__; f__; g__; s__	0.0	0.0	4.57351932312e-05	0.0	1.30155796488e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.31824925816e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00015142337977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__; g__; s__	0.0	0.0	0.0	0.0	1.30155796488e-05	0.0	0.0	0.0	0.0	0.0	0.0	6.95474777448e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
